Pos,Filme,Distribuidor,País,Data Estr.,Sala E.,Cine E.,Sem,Semana
333,Cora Coralina - Todas as vidas,Fênix Filmes,Brasil,12/14/2017,8,7,13,4.126
334,"Outra história do mundo, A",Fênix Filmes,Uruguai,8/2/2018,13,13,22,4.004
335,Onde a moeda cai em pé: a história do São Paulo Futebol Clube,Elo Studios,Brasil,11/8/2018,22,20,5,3.997
336,FICI 2018 - Fest. Int. Cin. Inf.,FICI - Fest. Int. Cin. Inf.,Brasil,9/21/2018,3,1,7,3.966
337,Quase memória,Pandora Filmes,Brasil,4/19/2018,18,17,32,3.954
338,"Desmonte do monte, O",Mercurio,Brasil,7/5/2018,2,2,7,3.866
339,Intimidade entre estranhos,Galeria Distribuidora,Brasil,12/13/2018,44,33,3,3.802
340,"Colar de Coralina, O",O2 Play,Brasil,11/22/2018,65,61,5,3.723
341,Vingança,Fênix Filmes,França,6/7/2018,14,14,7,3.707
342,Anime night 2018,Cinemark,Brasil,4/1/2018,15,15,31,3.678
343,Ponto cego,Paris,EUA,10/4/2018,27,21,8,3.645
344,Lua de Júpiter,Imovision,Hungria,5/31/2018,15,11,8,3.645
345,Kin,Paris,EUA,9/6/2018,29,23,2,3.639
346,Dedo na ferida,Caliban,Brasil,5/31/2018,3,3,8,3.596
347,Verão 1993,Supo Mungam Films,Espanha,12/7/2017,14,13,22,3.499
348,Copa do Brasil 2018,Distribuição Própria,Brasil,9/6/2018,50,49,6,3.498
349,Minions,Universal,EUA,6/25/2015,1.140,539,172,3.493
350,Festival é tudo verdade 2018,Distribuição Própria,Brasil,4/1/2018,0,0,7,3.471
351,"Espécie de família, Uma",Pandora Filmes,Argentina/ Brasil,3/8/2018,13,13,38,3.432
352,Unicórnio,Vitrine Filmes,Brasil,8/16/2018,26,26,4,3.396
353,Super-homem 40 anos,Warner,EUA,12/14/1978,53,52,1,3.309
354,"Noite devorou o mundo, A",California,França,7/5/2018,7,7,11,3.268
355,"Prece, A",Imovision,França,11/8/2018,4,4,8,3.190
356,Acrimônia - Ela quer vingança,Paris,EUA,8/9/2018,25,24,2,3.154
357,Roma,ND,México,12/14/2018,2,2,2,3.150
358,"Garota na névoa, A",Mares Filmes/A2 Filmes,Itália,11/8/2018,5,5,4,3.106
359,Pela janela,Vitrine Filmes,Brasil/Argentina,1/18/2018,11,11,46,3.078
360,"My name is now, Elza Soares",It Filmes,Brasil,11/1/2018,13,11,8,3.037
361,Daphne,Supo Mungam Films,Reino Unido,3/8/2018,7,7,25,3.025
362,Mulheres divinas,Mares Filmes,Suíça,12/14/2017,18,17,43,3.023
363,"Rota selvagem, A",Diamond,EUA,11/15/2018,20,17,2,2.999
364,Curta-metragem 2018,Distribuição Própria,Brasil,1/1/2018,0,0,50,2.974
365,"Sombra de duas mulheres, À",Fênix Filmes,França/ Suiça,5/10/2015,0,0,169,2.972
366,"Hare Krishna! - O mantra, o movimento e o Swami que começou tudo",Cinépolis,EUA,5/10/2018,20,18,24,2.929
367,"Última abolição, A",Pipoca & Filmes,Brasil,10/18/2018,8,8,7,2.918
368,Sueño Florianópolis,Vitrine Filmes,Argentina/ Brasil,11/15/2018,29,27,7,2.833
369,Além do homem,Imagem,Brasil,6/28/2018,26,25,20,2.826
370,"Escala em Paris, Uma",Imovision,França/EUA,5/24/2018,6,4,30,2.777
371,Nico - 1988,Supo Mungam Films,Itália,8/30/2018,15,14,10,2.770
372,"Raposa má, A",Bonfilm,França,10/31/2018,9,6,2,2.766
373,41ª Mostra Internacional de Cinema SP 2017,Festival Filmes,Brasil,10/20/2017,8,2,58,2.703
374,"Voz do silêncio, A",Imovision,Brasil,11/22/2018,20,19,5,2.696
375,Virgens acorrentadas,Moro Filmes,EUA/Brasil,8/9/2018,18,15,9,2.669
376,Corra!,Universal,EUA,5/18/2017,459,405,78,2.634
377,"Motorista de táxi, O",California,Coréia do Sul,1/11/2018,3,3,17,2.548
378,Coringa,Warner,EUA,10/3/2019,1.767,699,0,2.520
379,Jurassic World - O mundo dos dinossauros,Universal,EUA,6/11/2015,1.059,552,158,2.514
380,"Filho uruguaio, O",Bonfilm,França,3/1/2018,2,2,8,2.487
381,Pets - A vida secreta dos bichos,Universal,EUA,8/25/2016,1.212,599,113,2.480
382,"Ópera de Paris, A",Imovision,França,12/28/2017,6,5,5,2.449
383,Hilda Hilst pede contato,Imovision,Brasil,8/2/2018,14,10,5,2.438
384,"Onde está você, João Gilberto?",Imovision,Alemanha/ França,8/23/2018,18,15,6,2.437
385,Stromboli,Zeta Filmes,Itália,3/29/2018,6,6,32,2.406
386,Traffik - Liberdade roubada,Paris,EUA,9/20/2018,25,24,2,2.402
387,Sing - Quem canta seus males espanta,Universal,EUA,12/22/2016,1.030,553,95,2.384
388,"Último Suspiro, O",Bonfilm,França,10/31/2018,2,2,1,2.349
389,Encantados (2017),Riofilme,Brasil,3/8/2018,30,28,42,2.348
390,Bonifácio - O fundador do Brasil,IvinFilms,Brasil,6/7/2018,2,2,5,2.330
391,Construindo pontes,Espaço Filmes,Brasil,4/19/2018,6,5,7,2.325
392,Lucky,Imovision,EUA,12/7/2017,11,8,16,2.317
393,"Busca do chef Ducasse, A",Bonfilm,França,10/31/2018,0,0,0,2.279
394,Finding Josef,Distribuição Própria,Brasil,9/20/2018,1,1,2,2.266
395,Jovem mulher,Zeta Filmes,França,12/21/2017,3,2,29,2.230
396,Comboio de sal e açúcar,Livres Filmes,Portugal/França/Brasil,6/7/2018,15,13,6,2.218
397,"Repartição do tempo, A",O2 Play,Brasil,2/1/2018,37,32,41,2.210
398,Todas as razões para esquecer,Bretz Filmes/Pagu Pictures,Brasil,3/1/2018,23,19,2,2.155
399,"Luta do século, A",Vitrine Filmes,Brasil,3/15/2018,22,19,41,2.149
400,Chateau - Paris,Europa,França,3/22/2018,5,5,13,2.108
401,Z - O Clássico (FESTIVAL VARILUX 2018),Distribuição Própria,França,10/31/2018,0,0,0,2.104
402,Querido embaixador,Elo Studios,Brasil,8/2/2018,23,20,15,2.078
403,Em um mundo interior,Elo Studios,Brasil,5/31/2018,5,5,24,2.073
404,"Iniciados, Os",Zeta Filmes,África do Sul,1/18/2018,3,3,6,2.038
405,League of Legends 2018,Distribuição Própria,Brasil,4/1/2018,0,0,24,2.017
406,"Moça do calendário, A",Pandora Filmes,Brasil,9/27/2018,6,5,8,2.016
407,Todos os Paulos do mundo,Vitrine Filmes,Brasil,5/10/2018,24,23,24,2.007
408,Saudade,Lira Filmes,Brasil/ Portugal,1/18/2018,6,6,41,1.994
409,Para sempre Chape,Arcoplex,Uruguai,8/9/2018,28,28,3,1.974
410,Muse - Drones world tour,UCI,Reino Unido,7/12/2018,54,52,1,1.960
411,Moana - Um mar de aventuras,Disney,EUA,1/5/2017,1.228,622,102,1.939
412,Auto de resistência,Art House Movies,Brasil,6/28/2018,8,8,7,1.915
413,Acossado,Zeta Filmes,França,2/8/2018,0,0,87,1.895
414,Dovlatov,Imovision,Polônia,6/14/2018,4,4,4,1.877
415,Colheita amarga,California,Canadá,5/24/2018,5,5,4,1.868
416,Henfil,02 Play,Brasil,12/6/2018,24,21,4,1.864
417,Histórias que nosso cinema (não) contava,Boulevard Filmes,Brasil,8/23/2018,5,5,15,1.845
418,No intenso agora,Videofilmes,Brasil,11/9/2017,16,11,47,1.833
419,Tropykaos,Pipa Produções,Brasil,4/5/2018,1,1,15,1.810
420,"Primeira noite de um homem, A",Zeta Filmes,EUA,1/4/2018,4,4,40,1.777
421,Imagens do Estado Novo - 1937-45,Tatu Filmes,Brasil,3/15/2018,3,3,24,1.747
422,Victoria e Abdul - O confidente da rainha,Universal,EUA/ Reino Unido,11/16/2017,68,58,14,1.725
423,Utøya - 22 de julho,California,Noruega,11/29/2018,5,5,4,1.715
424,Amores de chumbo,Elo Studios,Brasil,6/14/2018,0,0,22,1.708
425,Vingadores - Era de Ultron,Disney,EUA,4/23/2015,1.359,567,158,1.706
426,Lumière - A aventura começa,Imovision,França,12/14/2017,11,10,41,1.705
427,Carros 3,Disney,Espanha/ França/ Suíça,7/13/2017,1.157,587,72,1.660
428,Diamantino,Vitrine Filmes,França/Brasil/portugal,12/20/2018,16,14,2,1.646
429,Frozen - Uma aventura congelante,Disney,EUA,12/27/2013,875,480,251,1.582
430,Réquiem para Sra. J,Zeta Filmes,Servia/Bulgaria/Macedonia/Russia/França,5/24/2018,7,7,19,1.561
431,Por que vivemos,Espaço Filmes,Japão,11/23/2017,18,17,9,1.552
432,Querida mamãe,Elo Studios,Brasil,5/17/2018,8,8,26,1.546
433,"Renascimento do parto 3, O",Espaço Filmes,Brasil,8/30/2018,1,1,14,1.538
434,Caminho do mar,Bang Filmes,Brasil,6/7/2018,2,2,3,1.532
435,Ayrton Senna - O musical,Osmose Filmes,Brasil,4/26/2018,69,69,2,1.520
436,Djon África,Vitrine Filmes,Brasil/ Portugal,10/11/2018,19,18,6,1.507
437,Asako I & II,Zeta Filmes,Japão,12/20/2018,8,7,2,1.495
438,Mulher-Maravilha,Warner,EUA,6/1/2017,1.339,601,81,1.483
439,Canastra suja,Art House Movies,Brasil,6/21/2018,23,21,19,1.467
440,"Bela da tarde, A",Zeta Filmes,França,12/7/2017,5,5,41,1.461
441,"Nó do diabo, O",Elo Studios,Brasil,6/14/2018,3,3,21,1.414
442,Meu malvado favorito 2,Universal,EUA,7/5/2013,912,506,268,1.412
443,Mare nostrum,Imovision,Brasil,10/4/2018,18,17,9,1.410
444,Árvores vermelhas,Distribuição Própria,Brasil/ EUA,3/29/2018,6,6,6,1.407
445,"Filosofia na alcova, A",Satyros Cinema,Brasil,11/23/2017,1,1,57,1.395
446,"Renascimento do parto, O",Espaço Filmes,Brasil,8/9/2013,8,7,249,1.366
447,Deus não está morto 2,California,EUA,4/7/2016,329,282,135,1.353
448,Abrindo o armário,Elo Studios,Brasil,8/16/2018,19,18,16,1.349
449,Takara - A noite em que nadei,Zeta Filmes,França,8/30/2018,2,2,5,1.335
450,Verão,Imovision,Rússia,11/15/2018,13,11,4,1.318
451,Minha amiga do parque,Descoloniza Filmes,Argentina,2/22/2018,4,4,9,1.304
452,Western (2017),Zeta Filmes,Alemanha/ Bulgária/ Áustria,3/15/2018,7,7,10,1.295
453,Aventuras do Capitão Cueca - O filme,Fox,EUA,10/12/2017,610,433,60,1.264
454,Antes que tudo desapareça,Zeta Filmes,Japão,4/12/2018,7,6,5,1.235
455,Meu malvado favorito - 3D,Universal,EUA,8/6/2010,141,138,427,1.233
456,"Bebê de Rosemary, O",Park Circus,,9/7/2015,0,0,169,1.232
457,Filme paisagem - Um olhar sobre Roberto Burle Marx,Elo Studios,Brasil,11/15/2018,5,5,4,1.214
458,Ser tão velho cerrado,O2 Play,Brasil,8/9/2018,3,3,5,1.200
459,Isto (não) é um assalto,Distribuição Própria,Brasil,11/22/2018,2,2,3,1.197
460,Ópera na tela 2018,Distribuição Própria,Brasil,1/1/2018,1,1,53,1.192
461,De volta,Esfera,França/ Suiça,5/31/2018,0,0,0,1.151
462,Soldados do Araguaia,Giros Produtora,Brasil,3/22/2018,5,5,10,1.147
463,Thor: Ragnarok,Disney,EUA,10/26/2017,1.567,669,33,1.141
464,Animais fantásticos e onde habitam,Warner,Reino Unido,11/17/2016,1.444,606,105,1.096
465,"Homem que parou o tempo, O",Elo Studios,Brasil,9/13/2018,22,20,9,1.092
466,Missão 115,Bretz Filmes,Brasil,8/23/2018,7,7,6,1.070
467,Café,California,Bélgica/Itália,8/2/2018,3,3,13,1.060
468,Híbridos - Os espíritos do Brasil,Descoloniza Filmes,Brasil/ França,3/15/2018,3,3,9,1.020
469,"Big pai, big filho",Imagem,Bélgica,11/2/2017,436,383,49,1.014
470,Gabriel e a montanha,Bretz Filmes,Brasil,11/2/2017,85,81,16,1.004
471,Excelentíssimos,Vitrine Filmes,Brasil,11/22/2018,3,3,6,995
472,Rogério Duarte - O tropikaoslista,02 Play,Brasil,4/26/2018,7,7,6,993
473,"Destruição de Bernardet, A",Espaço Filmes,Brasil,8/30/2018,9,8,3,989
474,"Vingadores, Os",Disney,EUA,4/27/2012,1.052,425,335,984
475,Missão cegonha,Playarte,Alemanha/ Bélgica/ EUA,10/26/2017,242,215,59,941
476,"Superfície da sombra, A",Panda Filmes,Brasil /Uruguai,5/31/2018,13,12,2,932
477,"Vida extra-ordinária de Tarso de Castro, A",Boulevard Filmes,Brasil,5/24/2018,7,6,5,898
478,Po,Cineart Filmes,EUA,11/22/2018,8,7,6,876
479,"Mata negra, A",Distribuição Própria,Brasil,12/6/2018,23,20,3,873
480,Piripkura,Distribuição Própria,Brasil,2/22/2018,1,1,9,871
481,Olhos do deserto,Esfera,Canadá/ França,5/24/2018,7,6,9,865
482,"Fábrica de nada, A",Imovision,Portugal,9/27/2018,6,6,8,848
483,Chega de fiu fiu,Taturana Mobilização Social,Brasil,5/10/2018,0,0,31,837
484,Tamara,Lança Filmes,Venezuela,10/25/2018,3,3,9,788
485,Pica-Pau,Universal,EUA,10/5/2017,809,576,58,786
486,Terremoto - A falha de San Andreas,Warner,EUA,5/28/2015,915,525,138,783
487,Mazinger Z,Distribuição Própria,Japão,6/20/2018,19,19,1,778
488,Festivais e Mostras,Festivais,Brasil,11/20/2009,19,16,470,762
489,Selfie para o inferno,Cineart Filmes,Canadá/ Alemanha,6/7/2018,10,10,2,758
490,Em 97 era assim,Bretz Filmes,Brasil,6/14/2018,17,16,6,756
491,Cromossomo 21,Espaço Filmes,Brasil,11/30/2017,13,13,20,746
492,Marcha cega,Elo Studios,Brasil,9/27/2018,20,20,9,739
493,"Profecia, A",Fox,EUA,6/6/2006,0,0,0,736
494,Em nome da América,Inquieta,Brasil,4/5/2018,3,3,9,729
495,Slam - Voz de levante,Pagu Pictures,Brasil/ EUA,11/22/2018,10,9,6,728
496,Crimes em Happytime,Diamond,EUA,9/27/2018,13,12,2,728
497,Pagliacci,Pandora Filmes,Brasil,4/26/2018,2,2,31,724
498,Paulistas,Vitrine Filmes,Brasil,2/22/2018,6,6,38,724
499,"Sétimo selo, O",Zeta Filmes,Suécia,7/23/2015,10,9,174,719
500,Em busca de Fellini,Cineart Filmes,EUA,12/7/2017,27,25,48,710
501,Fronteira - Festival de documentários 2018,Lumière,Brasil,4/12/2018,1,1,2,698
502,Amanhã chegou,Elo Studios,Brasil,10/11/2018,21,20,7,695
503,Camocim,Vitrine Filmes,Brasil,9/13/2018,19,18,5,691
504,Vazante,Europa,Brasil,11/9/2017,33,25,15,690
505,2 outonos e 3 Invernos,Fênix Filmes,França,12/6/2018,3,3,3,671
506,"Imagem da tolerância, A",Cinespaço,Brasil,3/8/2018,7,7,6,660
507,Bye bye Jaqueline,Lança Filmes,Brasil,12/28/2017,7,7,6,660
508,Vinte anos,Art House Movies,Brasil,7/26/2018,6,5,23,659
509,"Silêncio da noite é que tem sido testemunha das minhas amarguras, O",Inquieta,Brasil,3/15/2018,2,2,3,653
510,Morangos silvestres,Zeta Filmes/FJ Cines,Suécia,11/26/2015,7,7,162,614
511,Titanic 3D (2012),Fox,EUA,4/13/2012,269,235,322,611
512,"Fantástico patinho feio, O",Elo Studios,Brasil,11/22/2018,22,20,2,598
513,On yoga - Arquitetura da paz,Pagu Pictures / Bretz Filmes,Brasil / India / China,11/16/2017,13,11,14,589
514,Todo clichê do amor,Enkapothado Filmes / MUK,Brasil,4/19/2018,8,8,19,582
515,"Incontestáveis, Os",Livres Filmes,Brasil,8/9/2018,9,9,3,552
516,"Caminho dos sonhos, O",Zeta Filmes,Alemanha,6/14/2018,1,1,4,529
517,Vox lux - O preço da fama,Paris,EUA,3/28/2019,32,29,0,524
518,"Senhor dos anéis - A sociedade do anel, O",Warner,EUA/ Nova Zelândia/ Reino Unido,1/1/2002,0,0,0,521
519,Moacir - O santista que conquistou os argentinos,Miração Filmes,Argentina,11/8/2018,5,5,7,517
520,Invocação do mal 2,Warner,EUA,6/9/2016,1.044,573,129,500
521,Vende-se esta moto,Cavídeo,Brasil,9/6/2018,2,2,3,500
522,Meu tio e o Joelho de Porco,Elo Studios,Brasil,8/30/2018,20,20,11,499
523,Histórias de amor que não pertencem a este mundo,Mares Filmes,Itália,11/16/2017,29,26,14,497
524,Santoro - O homem e sua música,Dada 'n Zen,Brasil,3/8/2018,10,9,2,480
525,"Família feliz, Uma (2017)",Paris,Alemanha,8/17/2017,358,308,46,472
526,Fica mais escuro antes do amanhecer,02 Play,Brasil,8/30/2018,11,9,7,460
527,Ataque dos titãs,Sato Company,EUA,4/8/2018,14,14,6,458
528,"Outro lado da esperança, O",Imovision,Finlândia,11/9/2017,21,18,15,458
529,Ninguém está olhando,Vitrine Filmes,Argentina/ Brasil,11/23/2017,6,6,18,447
530,Los territorios,Vitrine Filmes,Brasil/Argentina,6/7/2018,5,5,12,445
531,"Corpo em terapia, O",Distribuição Própria,Brasil,8/23/2018,1,1,6,439
532,"FIM - Festival int, mulheres no cinema",Distribuição Própria,Brasil,7/4/2018,0,0,2,438
533,Tempestade - Planeta em fúria,Warner,EUA,10/19/2017,648,498,55,409
534,"Senhor dos anéis - As duas torres, O",Warner,EUA,12/27/2002,0,0,0,408
535,Thelma,Mares Filmes,Noruega,11/30/2017,24,22,12,407
536,Fátima,Imovision,França,3/16/2017,8,6,84,391
537,Goosebumps - Monstros e arrepios,Sony,EUA,10/22/2015,498,401,158,369
538,Cartas para um ladrão de livros,Boutique Filmes,Brasil,3/1/2018,4,4,2,364
539,Estrada de sonhos,Com Domínio Filmes,Brasil,7/5/2018,1,1,2,357
540,"(2003) Chamado, O",UIP,EUA,1/31/2003,0,0,0,357
541,Human flow - Não existe lar se não há para onde ir,Paris,Alemanha/ EUA,11/16/2017,22,21,14,345
542,Para ter onde ir,02 Play,Brasil,5/10/2018,4,4,22,335
543,Gosto se discute,Imagem,Brasil,11/9/2017,483,342,53,331
544,Coragem! - As muitas vidas de Dom Paulo Evaristo Arns,Espaço Itaú de Cinema,Brasil,12/14/2017,10,10,4,331
545,Transformers: O último cavaleiro,Paramount,EUA,7/20/2017,1.242,611,74,330
546,"Senhor dos anéis - O retorno do rei, O",Warner,EUA,12/26/2003,0,0,0,328
547,Festival Cinegastroarte - 2018,Distribuição Própria,EUA,10/5/2018,1,1,1,320
548,Rio Festival de Gênero & Sexualidade no Cinema 2018,Distribuição Própria,Brasil,7/5/2018,1,1,1,315
549,Emoji - O filme,Sony,EUA,8/31/2017,861,588,55,314
550,Professor Marston e as Mulheres-Maravilhas,Sony,EUA,12/14/2017,12,10,7,305
551,"(2005) Chamado 2, O",UIP,EUA,3/25/2005,0,0,0,303
552,Literalmente especiais,Distribuição Própria,Brasil,1/11/2018,1,1,1,294
553,Antes do fim,Bela Filmes,Brasil,2/15/2018,0,0,4,284
554,"Reino Gelado: Fogo e gelo, O",California,Rússia,8/10/2017,300,247,68,283
555,Rio Mumbai,Copa Filmes,Brasil,5/24/2018,3,2,3,282
556,Straw Dogs,Sony,EUA,11/5/2010,0,0,408,273
557,Memórias de uma escola,Distribuição Própria,Brasil,1/11/2018,1,1,1,273
558,Manifesto,Mares Filmes,Austrália,10/26/2017,31,30,12,270
559,Torre. Um dia brilhante,Zeta Filmes,Polônia,11/15/2018,1,1,2,264
560,Como você me vê?,Livres Filmes,Brasil,1/18/2018,1,1,5,258
561,Divertida mente,Disney,EUA,6/18/2015,879,485,170,253
562,Salto no vazio,Cavídeo,Brasil,9/20/2018,1,1,4,252
563,Em defesa de Cristo,California,EUA,9/14/2017,79,70,18,249
564,Minha mãe é uma peça 2,DT/Paris,Brasil,12/22/2016,1.237,620,97,241
565,Carvana - Como se faz um malandro,Esfera,Brasil,11/15/2018,4,4,4,236
566,45 anos,Imovision,Reino Unido,10/29/2015,12,10,148,235
567,Procurando Dory,Disney,EUA,6/30/2016,1.276,575,117,233
568,"Aventuras de Ozzy, As",Playarte,Espanha,6/1/2017,294,231,81,232
569,"Poderoso chefinho, O",Fox,EUA,3/30/2017,989,541,85,227
570,"Parque, O",Zeta Filmes,França,5/3/2018,2,2,4,227
571,Lola Pater,Imovision,França/ Belgica,11/23/2017,17,14,14,226
572,Blade runner 2049,Sony,EUA,10/5/2017,782,490,19,224
573,Elena,Espaço Filmes,Brasil,5/10/2013,14,14,277,220
574,"Filha, A",Supo Mungam Films,Austrália,5/4/2017,17,16,44,218
575,Refém,Pandora/ Alpha,EUA,4/29/2005,0,0,0,215
576,Verão em Rildas,Cavídeo,Brasil,10/4/2018,2,2,2,213
577,Górgona,Espaço Filmes,Brasil,3/29/2018,5,4,3,211
578,Brusque 92,Distribuição Própria,Brasil,10/11/2018,2,2,2,211
579,"Pacto de Adriana, O",FJ Cines,Chile,1/11/2018,0,0,21,210
580,Relatos selvagens,Warner,Argentina/ Espanha,10/23/2014,90,83,202,210
581,Festival do Rio,Festivais,Brasil,9/1/2010,0,0,404,205
582,Boneco de neve,Universal,Reino Unido,11/23/2017,42,37,10,204
583,De canção em canção,Supo Mungam Films,EUA,7/20/2017,31,28,29,190
584,Festival do Rio 2017,Festivais,Brasil,10/5/2017,17,7,40,188
585,Detetives do prédio azul,DT/Paris,Brasil,7/20/2017,516,430,75,180
586,Depois daquela montanha,Fox,EUA,11/2/2017,268,224,12,178
587,Até nunca mais,Mares Filmes,França/ Portugal,9/7/2017,10,10,24,175
588,Capitão fantástico,Universal,EUA,12/22/2016,47,43,85,171
589,"Bela e a Fera, A (2017)",Disney,EUA,3/16/2017,1.399,608,81,168
590,"Meu amigo, o dragão",Disney,EUA,9/29/2016,510,371,87,166
591,Rock horror in Rio,Distribuição Própria,Brasil,4/5/2018,1,1,1,165
592,Tesnota,Zeta Filmes,Rússia,8/9/2018,0,0,7,160
593,Pai em dose dupla 2,Paramount,EUA,11/23/2017,489,456,25,158
594,"Doces Bárbaros, Os",Mais Filmes,Brasil,10/8/2004,0,0,0,155
595,Como fotografei os Yanomami,Descoloniza Filmes,Brasil,8/9/2018,1,1,3,155
596,"Montanha Matterhorn, A",Filmes da Mostra,Holanda,7/3/2014,1,1,226,153
597,Dê lembranças a todos - Dorival Caymmi,Maff Distribuidora,Brasil,11/22/2018,1,1,6,149
598,Pra ficar na história,Pipoca & Filmes / Forte Filmes,Brasil,3/8/2018,1,1,4,146
599,Safári,Pandora Filmes,Áustria,6/14/2018,4,4,2,146
600,"Trama, A",Esfera,França,11/16/2017,16,12,14,135
601,(2017) Guardiões da Galáxia Vol. 2,Disney,EUA,4/27/2017,1.392,609,60,131
602,Cinderela (2015),Disney,EUA,3/26/2015,931,517,183,130
603,Sailing band,DT/Paris,Brasil,1/11/2018,1,1,2,130
604,"Viagem de Fanny, A",Mares Filmes,França/ Belgica,8/10/2017,17,17,28,127
605,"Homem que caiu na Terra, O",Zeta Filmes,EUA/ Reino Unido,1/12/2017,12,12,86,123
606,Além da ilusão,Mares Filmes,França/ Belgica,4/27/2017,31,28,42,123
607,8 ½,Zeta Filmes/FJ Cines,França/ Itália,1/7/2016,4,4,143,115
608,Tudo é projeto,Olé Produções,Brasil,12/14/2017,3,3,4,114
609,História antes de uma história,Polifilmes/Spcine,Brasil,3/16/2017,0,0,77,113
610,Maze Runner - Correr ou morrer,Fox,EUA,9/18/2014,352,327,180,112
611,Hotel Transilvânia 2,Sony,EUA,9/24/2015,1.054,579,153,108
612,Gatão de meia-idade,Downtown,Brasil,3/17/2006,0,0,0,106
613,Sob o sol da Toscana,Buena Vista,Inglaterra/ Itália,2/6/2004,0,0,0,105
614,Lego Ninjago - O filme,Warner,EUA,9/28/2017,813,498,39,105
615,"Tudo é irrelevante, Hélio Jaguaribe",Art House Movies,Brasil,8/16/2018,4,4,5,102
616,Agnus dei,Mares Filmes,França,7/14/2016,24,23,112,102
617,Maria - Não esqueça que venho dos trópicos,Pandora Filmes,Brasil,11/16/2017,3,3,54,101
618,Divórcio,Warner,Brasil,9/21/2017,590,500,66,100
619,Zootopia - Essa cidade é o bicho,Disney,EUA,3/17/2016,991,515,143,100
620,Fanny e Alexander,Filmes do Estação,Suécia,11/21/2003,0,0,0,99
621,Fúria de Titãs 2,Warner,EUA,3/30/2012,536,371,346,96
622,Kotodama - A Maldição,Distribuição Própria,Japão,1/3/2019,0,0,0,95
623,"Reencontro, O",Mares Filmes,França,7/27/2017,30,26,30,94
624,Lino - O filme,Fox,Brasil,9/7/2017,480,369,42,94
625,#ninfabebê,Própria,Brasil,1/26/2017,0,0,94,93
626,Mostra Internacional SP,Festivais,Brasil,10/22/2010,10,5,418,89
627,Alem das palavras,Cineart Filmes,Reino Unido,4/27/2017,37,34,76,88
628,Jesus - A esperança,Moro Filmes,Brasil,12/14/2017,5,5,3,88
629,Operação Big Hero,Disney,EUA,12/25/2014,960,520,177,85
630,Esteros,Europa,Brasil/Argentina,7/27/2017,9,9,30,83
631,"Caubóis do apocalipse, Os",Pietá Filmes,Brasil,3/10/2018,0,0,7,83
632,"Perfil para dois, Um",Paris,França/ Belgica,11/9/2017,35,24,15,83
633,"Tecnologia social, A",Docdoma Filmes,Brasil,11/8/2018,2,2,2,81
634,Barreiras,Pandora Filmes,Luxemburgo / Bélgica,11/23/2017,7,7,19,80
635,"Botão de pérola, O",CineSesc,França/Espanha/Chile/Suíça,5/26/2016,0,0,127,79
636,Macbeth: Ambição & guerra,Diamond,Reino Unido/França/EUA,12/24/2015,48,40,150,79
637,Rio do medo,Distribuição Própria,Brasil,3/15/2018,1,1,1,79
638,Guarnieri,Mira Filmes,Brasil,4/26/2018,2,2,1,77
639,"Festa de despedida, A",Imovision,Israel,9/17/2015,6,6,141,77
640,Dolores,Fênix Filmes,Argentina,4/6/2017,14,13,45,77
641,"Que será de nozes 2, O",Diamond,Canadá/ EUA,9/14/2017,263,240,43,76
642,Esporte,Mobz,,1/1/2010,0,0,465,76
643,Bye bye Alemanha,Mares Filmes,Alemanha,8/24/2017,24,22,25,75
644,Moscou,Videofilmes,Brasil,8/7/2009,7,7,469,74
645,"Vida de uma mulher, A",Mares Filmes,França/ Belgica,7/13/2017,17,16,31,73
646,Amanhã (2017),Bonfilm,França,7/20/2017,0,0,31,71
647,Terra selvagem,California,Reino Unido/ EUA,11/2/2017,59,51,15,70
648,Ataque dos titãs - fim do mundo,Sato Company,EUA,5/13/2018,8,8,1,70
649,"Poder e o impossível, O",Imagem,EUA,12/14/2017,81,74,14,70
650,Boa sorte,Imagem,Brasil,11/27/2014,197,170,185,69
651,"Cabana, A",Paris,EUA,4/6/2017,844,482,53,68
652,"Smurfs e a vila perdida, Os",Sony,EUA,4/6/2017,946,550,56,65
653,Últimos dias em Havana,Esfera,Cuba,8/24/2017,12,11,25,65
654,"Doce vida, A",Zeta Filmes/FJ Cines,Itália,8/20/2015,12,12,165,65
655,"Filho de Joseph, O",Supo Mungam Films,França/ Belgica,3/16/2017,9,8,60,64
656,"Verdade mais inconveniente, Uma",Paramount,EUA,11/9/2017,24,16,15,63
657,"Falsas confidências, As",Supo Mungam Films,França,4/13/2017,17,15,45,62
658,Columbus,Supo Mungam Films,EUA,9/14/2017,19,19,34,62
659,Adaptação,Columbia,EUA,2/21/2003,0,0,0,62
660,Deserto (MEX),Esfera,México,10/26/2017,0,0,28,62
661,Hiroshima meu amor,Zeta Filmes,Japão/França,3/9/2017,11,10,74,60
662,Run & Jump,Filmes da Mostra,Irlanda/Alemanha,12/18/2014,1,1,202,56
663,Todas as meninas reunidas vamos lá,DT/Paris,Brasil,12/21/2017,13,12,3,54
664,"Cidade é uma só, A",Vitrine Filmes,Brasil,7/12/2013,4,4,255,53
665,Avatar,Disney,EUA,12/18/2009,588,347,445,53
666,"Candidato honesto, O",DT/Paris,Brasil,10/2/2014,599,379,209,52
667,Faces de uma mulher,Mares Filmes,França,5/25/2017,24,23,38,51
