Pos,Filme,Distribuidor,País,Data Estr.,Sala E.,Cine E.,Sem,publico
559,Escrita íntima,Gullane Distribuidora,Brasil,6/9/2022,3,3,1,55
560,Sibyl,Imovision,França,7/15/2021,12,11,44,54
561,Morto não fala,Pagu Pictures,Brasil,10/10/2019,79,71,159,54
562,Contos do amanhã,Europa,Brasil,12/9/2021,9,9,50,53
563,Muribeca,Descoloniza Filmes,Brasil,3/2/2023,8,8,1,53
564,Otto - de trás p/ diante,Cavídeo,Brasil,12/29/2022,1,1,1,52
565,Cicatrizes,Arteplex Filmes,Sérvia,2/13/2020,18,16,118,51
566,Nossa Senhora do Nilo,Pandora Filmes,França,1/5/2023,17,16,0,51
567,Platamama,Paideia Filmes,Brasil,8/4/2022,1,1,2,51
568,Alice e Peter - Onde nascem os sonhos,Imagem,EUA,6/3/2021,274,227,80,50
569,Edifício Master,Riofilme,Brasil,11/22/2002,0,0,0,49
570,Aznavour por Charles,Imovision,França,2/11/2021,6,6,66,49
571,Corrente do mal,California,EUA,8/27/2015,174,162,374,48
572,Mulheres de Havana,Distribuição Própria,Brasil,12/15/2022,1,1,1,48
573,"Animal amarelo, Um",Olhar Distribuição,Brasil,8/26/2021,9,9,46,46
574,Mato seco em chamas,Vitrine Filmes,Brasil,2/23/2023,17,17,0,45
575,Festival do Rio 2019,Festivais,Brasil,12/9/2019,15,8,128,45
576,Lá vamos nós,Imovision,Israel,11/4/2021,6,5,13,45
577,"Vida invisível, A",Sony / Vitrine Filmes,Brasil,10/31/2019,0,0,137,44
578,Cora,Pandora Filmes,Brasil,12/23/2021,1,1,3,44
579,Fim de festa,Imovision,Brasil,3/5/2020,21,18,115,43
580,"Menino e o mundo, O",Elo Studios,Brasil,1/3/2014,11,11,457,43
581,"Casa das coelhinhas, A",Sony,EUA,10/10/2008,91,85,720,42
582,No outro encontro você,Bretz Filmes,Brasil,9/29/2022,2,2,5,40
583,Shazam!,Warner,EUA,4/4/2019,1.557,666,184,40
584,Comboio de sal e açúcar,Livres Filmes,Portugal/França/Brasil,6/7/2018,15,13,236,40
585,"Homem que vendeu sua pele, O",Pandora Filmes,Tunísia,10/7/2021,16,16,63,40
586,"Viúva das sombras, A",Paris,Rússia,3/4/2021,398,324,50,40
587,Poetas do céu,Pandora Filmes,Brasil,7/28/2022,1,1,9,39
588,Porfírio do Amaral - A verdade sobre o samba,Moro Filmes,Brasil,12/1/2022,2,1,1,38
589,Pitanga,Elo Studios,Brasil,4/6/2017,17,17,294,38
590,Fabiana,Olhar Distribuição,Brasil,3/10/2022,1,1,1,38
591,Divinas Divas,Vitrine Filmes,Brasil,6/22/2017,25,23,247,37
592,Resident Evil - Bem-vindo a Raccoon City,Sony,EUA,12/2/2021,739,555,5,37
593,Tom & Jerry - O filme,Warner,EUA,2/18/2021,1.148,577,78,36
594,"Branco sai, preto fica",Vitrine Filmes,Brasil,3/19/2015,7,5,402,36
595,Libelu - Abaixo a ditadura,Boulevard Filmes,Brasil,5/13/2021,5,5,66,36
596,Quanto basta - O tempero do chef,Gullane Distribuidora,Itália,1/24/2023,1,1,0,35
597,Rainha de copas,Arteplex Filmes,Dinamarca,9/12/2019,21,18,137,34
598,Nunca mais nevará,Imovision,Polônia,8/19/2021,5,5,39,33
599,Arthur Moreira Lima - Um piano para todos,A2 Filmes,Brasil,11/10/2022,1,1,2,33
600,Meu fim. Seu começo.,Arteplex Filmes,Alemanha,9/30/2021,19,19,31,33
601,"Beijo no asfalto, O",Art House Movies,Brasil,12/6/2018,23,22,198,33
602,Suzanne Daveau,Bretz Filmes,Portugal,5/26/2022,3,3,3,33
603,Estou me guardando para quando o carnaval chegar,Vitrine Filmes,Brasil,7/11/2019,14,14,138,32
604,Cisne negro,Fox,EUA,2/4/2011,176,174,604,32
605,M8 - Quando a morte socorre a vida,DT/Paris,Brasil,12/3/2020,106,94,103,32
606,"Confeiteiro, O",Imovision,Alemanha,12/27/2018,17,16,168,32
607,Super Bowl 2022,Distribuição Própria,EUA,2/13/2022,1,1,1,31
608,Pixinguinha - Um homem carinhoso,DT/Paris,Brasil,11/11/2021,90,70,57,31
609,Visões do império,Bretz Filmes,Portugal,3/10/2022,2,2,1,31
610,Meu amigo hindu,Europa,Brasil,3/3/2016,50,44,351,30
611,"Última floresta, A",Gullane Distribuidora,Brasil,9/9/2021,5,5,66,30
612,Garota sombria caminha pela noite,Imovision,EUA,12/17/2015,8,5,359,29
613,Doce entardecer na Toscana,Arteplex Filmes,Polônia,3/12/2020,24,23,114,29
614,"Mulher da luz própria, A",Mercúrio Produções,Brasil,4/8/2021,1,1,62,28
615,Três faces,Imovision,Irã,4/4/2019,8,6,155,28
616,Em pedaços,Imovision,Alemanha/ França,3/15/2018,23,22,207,27
617,Divertida mente,Disney,EUA,6/18/2015,879,485,383,26
618,Brasil África - Um elo natural,Bretz Filmes,Brasil,7/28/2022,2,2,3,26
619,Adam,Arteplex Filmes,França,11/14/2019,16,15,142,26
620,Machuca,Mais Filmes,Chile,1/14/2005,0,0,0,26
621,Macunaíma,Filmes do Serro / Videofilmes,Brasil,11/2/2006,0,0,0,26
622,Nunca aos domingos,Mais Filmes,Grécia,5/16/2003,0,0,0,26
623,Afterimage,Imovision,Polônia,8/17/2017,19,18,235,25
624,Dona Flor e seus dois maridos,DT/Paris,Brasil,11/2/2017,44,41,241,25
625,Como ela faz?,Distribuição Própria,Brasil,3/4/2021,1,1,91,25
626,Bixa Travesty,Arteplex Filmes,Brasil,11/21/2019,15,10,122,25
627,"Disco normal, Um",Distribuição Própria,Brasil,11/24/2022,1,1,1,25
628,Azougue Nazaré,Inquieta,Brasil,11/14/2019,13,13,120,24
629,"Quarto ao lado, O",Distribuição Própria,Brasil,12/15/2022,1,1,1,23
630,Aos olhos de Ernesto,Elo Studios,Brasil,9/17/2020,2,2,79,23
631,Noite passada em Soho,Universal,Reino Unido,11/18/2021,312,260,19,23
632,"Encantado, o Brasil em desencanto",Distribuição Própria,Brasil,12/12/2022,1,1,1,22
633,Spirit - O corcel indomável,UIP,EUA,7/5/2002,0,0,0,22
634,Amigo Arrigo,Elo Studios,Brasil,11/4/2021,4,4,21,21
635,Chateau - Paris,Europa,França,3/22/2018,5,5,245,20
636,Timbuktu,Imovision,Mauritânia/ França,1/22/2015,4,4,409,20
637,"Invasor, O",Pandora Filmes,Brasil,4/5/2002,0,0,0,20
638,1º BKF Knuckle Fighting Brasil 2022,Distribuição Própria,Brasil,11/6/2022,1,1,1,20
639,Retablo,Arteplex Filmes,Peru,11/7/2019,8,6,132,20
640,Paterson,Fênix Filmes,EUA,4/20/2017,27,22,295,20
641,"Nuvem rosa, A",O2 Play,Brasil,8/26/2021,7,6,54,19
642,Alvorada,Vitrine Filmes,Brasil,5/27/2021,14,12,59,19
643,"Suspeitos, Os",Paris,EUA,10/18/2013,219,211,480,19
644,"Juventude, A",Fênix Filmes,Itália/ França,3/31/2016,20,17,350,18
645,"Almas que dançam no escuro, As",Elite Filmes,Brasil,12/29/2022,3,3,1,18
646,Varda por Agnès,Imovision,França,5/9/2019,14,12,151,18
647,DNA,Vitrine Filmes,França,9/30/2021,50,41,20,17
648,Ela volta na quinta,Vitrine Filmes,Brasil,2/25/2016,4,4,356,17
649,"Noite do fogo, A",Vitrine Filmes,México,11/18/2021,10,10,21,17
650,"Tempo que resta, O",California,França,8/25/2006,0,0,0,17
